playerID,birthCountry,birthState,playertype,lat,lon,birthCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO
diazja01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,Puerto La Cruz,Jairo,Diaz,Jairo Jose,200,72,R,R,9/8/2014,10/3/2015,diazj006,diazja01,5,0,0,0,0,0,0,0,0,0,0,0
diazjo01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,San Pedro de Macoris,Jose,Diaz,Joselo,230,72,R,R,9/6/2006,7/12/2008,diazj002,diazjo01,4,0,0,0,0,0,0,0,0,0,0,0
diazju01,Cuba,Cuba,AllStar,21.521757,-77.781167,San Jose de las Lajas,Juan,Diaz,Juan Carlos,269,74,R,R,6/12/2002,6/23/2002,diazj001,diazju01,4,7,2,2,1,0,1,2,0,0,1,2
diazju02,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Bani,Juan,Diaz,Juan Habisail,220,76,L,R,5/25/2012,5/29/2012,diazj003,diazju02,5,15,4,4,0,0,0,0,0,0,1,5
diazju03,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,La Romana,Jumbo,Diaz,Jose Rafael,280,76,R,R,6/20/2014,10/4/2015,diazj005,diazju03,36,0,0,0,0,0,0,0,0,0,0,0
diazro01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Monte Plata,Robinzon,Diaz,Robinzon,220,71,R,R,4/23/2008,10/4/2009,diazr001,diazro01,1,4,0,0,0,0,0,0,0,0,0,1
diazvi01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santo Domingo,Victor,Diaz,Victor Israel,210,72,R,R,9/11/2004,7/7/2007,diazv001,diazvi01,15,51,8,15,3,0,3,8,0,0,1,15
dibutpe01,Cuba,Cuba,AllStar,21.521757,-77.781167,Cienfuegos,Pedro,Dibut,Pedro,190,68,R,R,5/1/1924,4/22/1925,dibup101,dibutpe01,7,11,2,3,0,1,0,3,0,0,2,0
dicksja01,CAN,Canada,AllStar,56.130366,-106.346771,London,Jason,Dickson,Jason Royce,190,72,L,R,8/21/1996,5/14/2000,dickj001,dicksja01,7,0,0,0,0,0,0,0,0,0,0,0
difowi01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santiago de los Caballeros,Wilmer,Difo,Wilmer Francisco,195,72,B,R,5/19/2015,10/3/2015,difow001,difowi01,15,11,1,2,0,0,0,0,0,0,0,2
dihigma99,Cuba,Cuba,AllStar,21.521757,-77.781167,Matanzas,Martin,Dihigo,Martin,,,R,R,,,,dihigma99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
dilonmi01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santiago,Miguel,Dilone,Miguel Angel,160,72,B,R,9/2/1974,10/6/1985,dilom001,dilonmi01,12,2,3,0,0,0,0,0,2,0,1,0
dolisra01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,La Romana,Rafael,Dolis,Rafael Jose,215,76,R,R,9/26/2011,5/26/2013,dolir001,dolisra01,1,0,0,0,0,0,0,0,0,0,0,0
dolsifr01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,San Pedro de Macoris,Freddy,Dolsi,Freddy,160,72,R,R,5/6/2008,8/12/2009,dolsf001,dolsifr01,42,1,0,0,0,0,0,0,0,0,0,1
dominjo01,D.R.,Dominican Republic,HallofFame,18.735693,-70.162651,San Pedro de Macoris,Jose,Dominguez,Jose Alfredo,200,72,R,R,6/30/2013,4/24/2015,domij002,dominjo01,9,1,0,0,0,0,0,0,0,0,0,1
dominju01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Sanchez Ramirez,Juan,Dominguez,Juan Ramon,180,74,R,R,8/12/2003,10/1/2005,domij001,dominju01,6,0,0,0,0,0,0,0,0,0,0,0
donnepe01,,0,AllStar,#N/A,#N/A,,Pete,Donnelly,Peter J.,,,,,1871-05-13,1874-10-30,donnp101,donnepe01,9,34,7,7,1,1,0,3,0,0,1,2
donosli01,Cuba,Cuba,AllStar,21.521757,-77.781167,La Habana,Lino,Donoso,Lino,160,71,L,L,6/18/1955,5/2/1956,donol101,donosli01,25,27,2,5,0,0,0,1,0,0,0,8
donovpa01,Ireland,Ireland,AllStar,53.41291,-8.24389,Queenstown,Patsy,Donovan,Patrick Joseph,175,71,L,L,1890-04-19,10/5/1907,donop101,donovpa01,32,140,17,36,0,0,0,9,10,0,8,17
dorseje01,CAN,Canada,AllStar,56.130366,-106.346771,,Jerry,Dorsey,Michael Jeremiah,,,L,,1884-07-09,1884-07-09,dorsj101,dorseje01,1,3,0,0,0,0,0,0,0,0,0,0
dortame01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,Valencia,Melvin,Dorta,Melvin A.,160,71,R,R,7/21/2006,10/1/2006,dortm001,dortame01,15,19,3,4,1,0,0,0,0,2,1,2
doteloc01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santo Domingo,Octavio,Dotel,Octavio Eduardo,230,72,R,R,6/26/1999,4/19/2013,doteo001,doteloc01,19,24,2,3,0,0,0,1,0,0,4,17
doubrfe01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,Puerto Cabello,Felix,Doubront,Felix Antonio,225,74,L,L,6/18/2010,10/3/2015,doubf001,doubrfe01,12,0,0,0,0,0,0,0,0,0,0,0
dowseto01,Ireland,Ireland,AllStar,53.41291,-8.24389,Mohill,Tom,Dowse,Thomas Joseph,175,71,R,R,1890-04-21,1892-10-12,dowst101,dowseto01,40,159,20,33,2,1,0,9,3,0,12,22
doyleco01,Ireland,Ireland,AllStar,53.41291,-8.24389,,Conny,Doyle,Cornelius J.,185,70,,R,1883-06-23,1884-09-13,doylc101,doyleco01,16,68,3,15,3,2,0,3,0,0,0,15
doyleja01,Ireland,Ireland,AllStar,53.41291,-8.24389,Killorgin,Jack,Doyle,John Joseph,155,69,R,R,1889-08-27,7/13/1905,doylj103,doyleja01,11,36,6,10,1,1,0,3,9,0,6,6
doylejo02,CAN,Canada,AllStar,56.130366,-106.346771,Halifax,John,Doyle,John Aloysius,160,70,,R,1882-07-26,1882-08-05,doylj104,doylejo02,3,11,0,2,0,0,0,0,0,0,0,0
drabomo01,Poland,Poland,AllStar,51.919438,19.145136,Ozanna,Moe,Drabowsky,Myron Walter,190,75,R,R,8/7/1956,9/19/1972,drabm101,drabomo01,9,16,1,4,0,0,0,0,0,0,0,3
drewda01,,0,AllStar,#N/A,#N/A,,Dave,Drew,David,,,,,1884-05-14,1884-06-09,drewd101,drewda01,2,9,1,4,0,0,0,0,0,0,0,0
dreyfba99,Germany,Germany,AllStar,51.165691,10.451526,Freiburg,Barney,Dreyfuss,Barney,,,,,,,,dreyfba99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
duceyro01,CAN,Canada,AllStar,56.130366,-106.346771,Toronto,Rob,Ducey,Robert Thomas,175,74,L,R,5/1/1987,7/22/2001,duceb001,duceyro01,34,48,12,9,1,0,1,6,2,0,8,10
duffyed01,Ireland,Ireland,AllStar,53.41291,-8.24389,,Ed,Duffy,Edward Charles,152,67,,R,1871-05-08,1871-10-30,duffe101,duffyed01,26,121,30,28,5,0,0,15,11,4,3,2
dugasgu01,CAN,Canada,AllStar,56.130366,-106.346771,St. Jean de Matha,Gus,Dugas,Augustin Joseph,165,69,L,L,9/17/1930,6/28/1934,dugag101,dugasgu01,9,31,8,9,2,0,0,1,0,0,7,4
duncama01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,San Pedro de Macoris,Mariano,Duncan,Mariano,160,72,R,R,4/9/1985,9/17/1997,duncm001,duncama01,142,562,74,137,24,6,6,39,38,8,38,113
dunnst01,CAN,Canada,AllStar,56.130366,-106.346771,London,Steve,Dunn,Stephen B.,173,69,L,,1884-09-27,1884-10-13,dunns102,dunnst01,9,32,2,8,2,0,0,0,0,0,0,0
durange01,Mexico,Mexico,AllStar,23.634501,-102.552784,Zacatecas,German,Duran,German,185,70,R,R,4/17/2008,9/28/2008,durag001,durange01,60,143,22,33,6,1,3,16,1,1,7,32
duranlu01,Panama,Panama,AllStar,8.537981,-80.782127,Panama,Luis,Durango,Luis A.,155,69,B,R,9/15/2009,8/2/2011,dural001,duranlu01,9,11,3,6,0,0,0,0,2,1,2,2
duranro01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Moca,Roberto,Duran,Roberto Alejandro,167,72,L,L,7/6/1997,5/28/1998,durar001,duranro01,13,0,0,0,0,0,0,0,0,0,0,0
durazer01,Mexico,Mexico,HallofFame,23.634501,-102.552784,Hermosillo,Erubiel,Durazo,Erubiel,240,75,L,L,7/26/1999,5/24/2005,durae001,durazer01,52,155,31,51,4,2,11,30,1,1,26,43
durritr01,Australia,Australia,AllStar,-25.274398,133.775136,Sydney,Trent,Durrington,Trent John,185,70,R,R,8/6/1999,9/28/2005,durrt001,durritr01,43,122,14,22,2,0,0,2,4,3,9,28
dykhora01,Aruba,Aruba,AllStar,12.52111,-69.968338,Paradera,Radhames,Dykhoff,Radhames Alviro,205,72,L,L,6/7/1998,6/7/1998,dykhr001,dykhora01,1,0,0,0,0,0,0,0,0,0,0,0
edenmi01,Panama,Panama,AllStar,8.537981,-80.782127,Fort Clayton,Mike,Eden,Edward Michael,170,70,B,R,8/2/1976,9/11/1978,edenm101,edenmi01,5,8,0,0,0,0,0,1,0,0,0,0
edwar01,,0,AllStar,#N/A,#N/A,,,Edwards,,,,,,1875-09-11,1875-09-11,edwau101,edwar01,1,5,1,1,0,0,0,0,0,0,0,0
eenhoro01,Netherlands,Netherlands,AllStar,52.132633,5.291266,Rotterdam,Robert,Eenhoorn,Robert Franciscus,170,75,R,R,4/27/1994,9/28/1997,eenhr001,eenhoro01,3,4,1,2,1,0,0,0,0,0,0,0
eiteled01,Germany,Germany,AllStar,51.165691,10.451526,Berlin,Ed,Eiteljorge,Edward Henry,190,74,R,R,1890-05-02,1891-08-27,eitee101,eiteled01,1,1,0,0,0,0,0,0,0,0,0,1
eliasro01,Cuba,Cuba,AllStar,21.521757,-77.781167,Guantanamo,Roenis,Elias,Roenis,190,73,L,L,4/3/2014,10/3/2015,eliar001,eliasro01,29,4,0,0,0,0,0,0,0,0,0,1
elvirna01,Mexico,Mexico,AllStar,23.634501,-102.552784,Tlalixcoyan,Narciso,Elvira,Narciso Chicho,160,70,L,L,9/9/1990,9/28/1990,elvin001,elvirna01,4,0,0,0,0,0,0,0,0,0,0,0
emslibo01,CAN,Canada,AllStar,56.130366,-106.346771,Guelph,Bob,Emslie,Robert Daniel,180,71,R,R,1883-07-25,1885-07-16,emslb101,emslibo01,27,97,14,16,1,2,0,0,0,0,6,0
encaran01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santo Domingo,Angelo,Encarnacion,Angelo Benjamin,180,68,R,R,5/2/1995,9/27/1997,encaa001,encaran01,58,159,18,36,7,2,2,10,1,1,13,28
encared01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,La Romana,Edwin,Encarnacion,Edwin Elpidio,230,73,R,R,6/24/2005,10/4/2015,encae001,encared01,69,211,25,49,16,0,9,31,3,0,20,60
encarju01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Las Matas de Farfan,Juan,Encarnacion,Juan de Dios,160,74,R,R,9/2/1997,8/30/2007,encaj001,encarju01,11,33,3,7,1,1,1,5,3,1,3,12
encarlu01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santo Domingo,Luis,Encarnacion,Luis Martin Lora,178,70,R,R,7/27/1990,8/11/1990,encal001,encarlu01,4,0,0,0,0,0,0,0,0,0,0,0
encarma01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Bani,Mario,Encarnacion,Mario,210,74,R,R,8/26/2001,4/14/2002,encam001,encarma01,20,62,3,14,1,0,0,3,2,1,5,14
erautjo01,CAN,Canada,AllStar,56.130366,-106.346771,Vibank,Joe,Erautt,Joseph Michael,175,69,R,R,5/9/1950,7/22/1951,erauj101,erautjo01,16,18,0,4,0,0,0,1,0,0,1,3
ericker01,Sweden,Sweden,AllStar,60.128161,18.643501,Vargarda,Eric,Erickson,Eric George Adolph,190,74,R,R,10/6/1914,9/29/1922,erice101,ericker01,1,1,0,0,0,0,0,0,0,0,0,1
escaled01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,La Guaira,Edgmer,Escalona,Edgmer Eduarado,235,76,R,R,9/10/2010,8/18/2013,escae001,escaled01,5,0,0,0,0,0,0,0,0,0,0,0
escalfe01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,Puerto Cabello,Felix,Escalona,Felix Eduardo,185,72,R,R,4/4/2002,10/2/2005,escaf001,escalfe01,59,157,17,34,8,2,0,9,7,2,3,44
escalse01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,El Tocuyo,Sergio,Escalona,Sergio Luis,215,72,L,L,5/17/2009,9/7/2011,escas001,escalse01,14,0,0,0,0,0,0,0,0,0,0,0
escarch01,Mexico,Mexico,AllStar,23.634501,-102.552784,Los Mochis,Chico,Escarrega,Ernesto,185,71,R,R,4/26/1982,9/27/1982,escac101,escarch01,38,0,0,0,0,0,0,0,0,0,0,0
escobal01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,Valencia,Alex,Escobar,Alexander Jose,185,73,R,R,5/8/2001,8/25/2006,escoa002,escobal01,18,50,3,10,1,0,3,8,1,0,3,19
escobal02,Venezuela,Venezuela,AllStar,6.42375,-66.58973,La Sabana,Alcides,Escobar,Alcides,185,73,R,R,9/3/2008,10/4/2015,escoa003,escobal02,9,4,2,2,0,0,0,0,0,0,0,1
escoban01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,La Sabana,Angel,Escobar,Angel Ruben,160,72,B,R,5/17/1988,5/26/1988,escoa001,escoban01,3,3,1,1,0,0,0,0,0,0,0,0
escobed01,Venezuela,Venezuela,HallofFame,6.42375,-66.58973,Villa de Cura,Eduardo,Escobar,Eduardo Jose,185,70,B,R,9/2/2011,10/4/2015,escoe001,escobed01,9,7,0,2,0,0,0,0,0,0,0,1
escobed02,Venezuela,Venezuela,AllStar,6.42375,-66.58973,La Sabana,Edwin,Escobar,Edwin Jose,225,74,L,L,8/27/2014,9/24/2014,escoe002,escobed02,2,0,0,0,0,0,0,0,0,0,0,0
escobjo01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,La Sabana,Jose,Escobar,Jose Elias,140,70,R,R,4/13/1991,5/11/1991,escoj001,escobjo01,10,15,0,3,0,0,0,1,0,0,1,4
escobke01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,La Guaira,Kelvim,Escobar,Kelvim Jose,205,73,R,R,6/29/1997,6/6/2009,escok001,escobke01,27,0,0,0,0,0,0,0,0,0,0,0
escobyu01,Cuba,Cuba,AllStar,21.521757,-77.781167,La Habana,Yunel,Escobar,Yunel,215,74,R,R,6/2/2007,10/3/2015,escoy001,escobyu01,94,319,54,104,25,0,5,28,5,3,27,44
espinal01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,Valencia,Alvaro,Espinoza,Alvaro Alberto,170,72,R,R,9/14/1984,7/12/1997,espia001,espinal01,1,0,0,0,0,0,0,0,0,0,0,0
espinju01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Bonao,Juan,Espino,Juan,190,73,R,R,6/25/1982,10/5/1986,espij001,espinju01,3,2,0,0,0,0,0,0,0,0,0,1
espinni01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Villa Altagracia,Nino,Espinosa,Arnulfo Acevedo,192,73,R,R,9/13/1974,9/23/1981,espin101,espinni01,2,2,0,1,0,0,0,0,0,0,0,0
estalbo01,Cuba,Cuba,AllStar,21.521757,-77.781167,Cardenas,Bobby,Estalella,Roberto,180,68,R,R,9/7/1935,9/16/1949,estab101,estalbo01,15,51,7,16,2,0,2,10,1,0,17,7
estrafr01,Mexico,Mexico,AllStar,23.634501,-102.552784,Navojoa,Frank,Estrada,Francisco,182,68,R,R,9/14/1971,9/14/1971,estrf101,estrafr01,1,2,0,1,0,0,0,0,0,0,0,0
estraho01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,San Joaquin,Horacio,Estrada,Horacio,185,73,L,L,5/4/1999,7/21/2001,estrh001,estraho01,4,2,0,0,0,0,0,0,0,0,0,0
estrama01,Mexico,Mexico,AllStar,23.634501,-102.552784,Sonora,Marco,Estrada,Marco Rene,200,72,R,R,8/20/2008,10/3/2015,estrm001,estrama01,11,0,1,0,0,0,0,0,0,0,1,0
estraos01,Cuba,Cuba,AllStar,21.521757,-77.781167,La Habana,Oscar,Estrada,Oscar,160,68,L,L,4/21/1929,4/21/1929,estro101,estraos01,1,0,0,0,0,0,0,0,0,0,0,0
estrele01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Puerto Plata,Leo,Estrella,Leoncio,185,73,R,R,7/18/2000,4/7/2004,estrl001,estrele01,2,0,0,0,0,0,0,0,0,0,0,0
ettlema01,Australia,Australia,AllStar,-25.274398,133.775136,Perth,Mark,Ettles,Mark Edward,178,72,R,R,6/5/1993,7/9/1993,ettlm001,ettlema01,14,2,0,0,0,0,0,0,0,0,0,0
eusebto01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Los Llanos,Tony,Eusebio,Raul Antonio Bare,180,74,R,R,8/8/1991,10/7/2001,euset001,eusebto01,10,19,4,2,1,0,0,0,0,0,6,8
evans01,,0,AllStar,#N/A,#N/A,,,Evans,,,,,,1875-06-01,1875-06-01,evanu101,evans01,1,4,1,2,0,0,0,1,0,0,0,0
ewingre01,Russia,Russia,AllStar,61.52401,105.318756,Odessa,Reuben,Ewing,Reuben,150,64,R,R,6/21/1921,6/27/1921,ewinr101,ewingre01,3,1,0,0,0,0,0,0,0,0,0,1
fajarhe01,Mexico,Mexico,AllStar,23.634501,-102.552784,Sahuayo,Hector,Fajardo,Hector,185,76,R,R,8/10/1991,6/18/1995,fajah001,fajarhe01,2,3,0,0,0,0,0,0,0,0,0,1
familje01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santo Domingo,Jeurys,Familia,Jeurys,240,75,R,R,9/4/2012,10/4/2015,famij001,familje01,8,1,0,0,0,0,0,0,0,0,0,1
faneyri01,Netherlands,Netherlands,AllStar,52.132633,5.291266,Amsterdam,Rikkert,Faneyte,Rikkert,170,72,R,R,8/29/1993,5/29/1996,faner001,faneyri01,7,15,2,2,0,0,0,0,0,0,2,4
farmebi01,Ireland,Ireland,AllStar,53.41291,-8.24389,Dublin,Bill,Farmer,William Charles,187,71,R,R,1888-05-01,1888-08-24,farmb101,farmebi01,2,4,0,0,0,0,0,0,0,0,0,1
febleca01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,El Seibo,Carlos,Febles,Carlos Manuel,170,71,R,R,9/14/1998,8/10/2003,feblc001,febleca01,11,25,5,10,1,2,0,2,2,1,4,7
felixju01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Laguna Salada,Junior,Felix,Junior Francisco,170,72,B,R,5/3/1989,8/11/1994,felij001,felixju01,110,415,62,107,14,8,9,46,18,12,33,101
felizmi01,D.R.,Dominican Republic,HallofFame,18.735693,-70.162651,Azua,Michael,Feliz,Michael,225,76,R,R,5/31/2015,10/2/2015,felim001,felizmi01,5,0,0,0,0,0,0,0,0,0,0,0
felizne01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Azua,Neftali,Feliz,Neftali,225,75,R,R,8/3/2009,10/3/2015,felin001,felizne01,20,0,0,0,0,0,0,0,0,0,0,0
felizpe01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Azua,Pedro,Feliz,Pedro Julio,210,73,R,R,9/5/2000,10/3/2010,felip001,felizpe01,8,7,1,2,0,0,0,0,0,0,0,1
fenwibo01,Japan,Japan,AllStar,36.204824,138.252924,Naha,Bobby,Fenwick,Robert Richard,165,69,R,R,4/26/1972,5/8/1973,fenwb101,fenwibo01,36,50,7,9,3,0,0,4,0,1,3,13
fermife01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Mao,Felix,Fermin,Felix Jose,160,71,R,R,7/8/1987,8/7/1996,fermf001,fermife01,23,68,6,17,0,0,0,4,0,0,4,9
fermira01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,San Francisco de Macoris,Ramon,Fermin,Ramon Antonio,180,75,R,R,8/6/1995,8/6/1995,fermr001,fermira01,1,0,0,0,0,0,0,0,0,0,0,0
fernach01,Cuba,Cuba,AllStar,21.521757,-77.781167,La Habana,Chico,Fernandez,Humberto,165,72,R,R,7/14/1956,9/29/1963,fernc102,fernach01,34,66,11,15,2,0,1,9,2,3,3,10
fernach02,Cuba,Cuba,AllStar,21.521757,-77.781167,La Habana,Chico,Fernandez,Lorenzo Marto,160,70,R,R,4/20/1968,9/15/1968,fernc101,fernach02,24,18,0,2,0,0,0,0,0,0,1,2
fernajo01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,La Vega,Jose,Fernandez,Jose Mayobanex,220,75,R,R,7/3/1999,9/29/2001,fernj001,fernajo01,8,24,0,5,2,0,0,1,0,0,1,7
fernajo02,Cuba,Cuba,AllStar,21.521757,-77.781167,Santa Clara,Jose,Fernandez,Jose D.,215,74,R,R,4/7/2013,10/1/2015,fernj003,fernajo02,28,50,5,11,1,1,1,5,0,0,0,20
fernaos01,Cuba,Cuba,AllStar,21.521757,-77.781167,Holguin,Osvaldo,Fernandez,Osvaldo,190,74,R,R,4/5/1996,8/8/2001,ferno001,fernaos01,33,57,0,5,0,0,0,1,0,0,0,25
fernato01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,San Pedro de Macoris,Tony,Fernandez,Octavio Antonio,165,74,B,R,9/2/1983,10/7/2001,fernt001,fernato01,15,34,5,9,1,1,0,2,0,1,2,2
ferriho01,United Kingdom,United Kingdom,AllStar,55.378051,-3.435973,Trowbridge,Hobe,Ferris,Albert Samuel,162,68,R,R,4/26/1901,10/1/1909,ferrh101,ferriho01,138,523,68,131,16,15,2,63,13,0,23,0
fieldjo01,Ireland,Ireland,AllStar,53.41291,-8.24389,Cork,Jocko,Fields,John Joseph,160,70,R,R,1887-05-31,1892-06-11,fielj101,fieldjo01,43,164,26,44,9,2,0,17,7,0,7,13
figaral01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Samana,Alfredo,Figaro,Alfredo,190,72,R,R,6/20/2009,9/7/2014,figaa001,figaral01,5,2,0,0,0,0,0,0,0,0,0,2
figuebi01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santo Domingo,Bien,Figueroa,Bienvenido,170,70,R,R,5/17/1992,10/4/1992,figub001,figuebi01,12,11,1,2,1,0,0,4,0,0,1,2
figueje01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santo Domingo,Jesus,Figueroa,Jesus Maria,160,70,L,L,4/22/1980,10/5/1980,figuj101,figueje01,115,198,20,50,5,0,1,11,2,1,14,16
figuepe01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santo Domingo,Pedro,Figueroa,Pedro Jose,215,72,L,L,4/21/2012,4/22/2014,figup001,figuepe01,19,0,0,0,0,0,0,0,0,0,0,0
fisheha01,CAN,Canada,AllStar,56.130366,-106.346771,Newbury,Harry,Fisher,Harry Devereaux,180,72,L,R,9/16/1951,8/8/1952,fishh101,fisheha01,3,3,0,0,0,0,0,0,0,0,0,0
fitzgde01,United Kingdom,United Kingdom,AllStar,55.378051,-3.435973,,Dennis,Fitzgerald,Dennis S.,160,70,,,1890-04-17,1890-04-18,fitzd101,fitzgde01,2,8,0,2,0,0,0,0,0,0,0,0
flandyo01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,El Seibo,Yohan,Flande,Yohan Carlos,180,74,L,L,6/25/2014,10/4/2015,flany001,flandyo01,16,12,0,1,0,0,0,1,0,0,1,6
fleitan01,Cuba,Cuba,AllStar,21.521757,-77.781167,Los Abreus,Angel,Fleitas,Angel Felix,160,69,R,R,7/5/1948,8/10/1948,fleia101,fleitan01,15,13,1,1,0,0,0,1,0,2,3,5
floreje01,Mexico,Mexico,AllStar,23.634501,-102.552784,Guadalajara,Jesse,Flores,Jesse Sandoval,175,70,R,R,4/16/1942,9/17/1950,florj101,floreje01,4,0,0,0,0,0,0,0,0,0,0,0
floreje02,Venezuela,Venezuela,AllStar,6.42375,-66.58973,Carupano,Jesus,Flores,Jesus Miguel,210,73,R,R,4/4/2007,10/3/2012,florj002,floreje02,79,180,21,44,9,0,4,25,0,1,14,48
floreke01,D.R.,Dominican Republic,HallofFame,18.735693,-70.162651,Azua,Kendry,Flores,Kendry,175,74,R,R,6/6/2015,8/21/2015,flork002,floreke01,7,1,0,0,0,0,0,0,0,0,0,1
florera02,Venezuela,Venezuela,AllStar,6.42375,-66.58973,Barinas,Ramon,Flores,Ramon,190,70,L,L,5/30/2015,7/4/2015,florr003,florera02,12,32,3,7,1,0,0,0,0,0,0,4
florewi01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,Valencia,Wilmer,Flores,Wilmer Alejandro,205,75,R,R,8/6/2013,9/30/2015,florw001,florewi01,27,95,8,20,5,0,1,13,0,0,5,23
floripe01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,La Romana,Pedro,Florimon,Pedro Alexander,185,74,B,R,9/10/2011,9/30/2015,florp001,floripe01,4,8,1,1,1,0,0,2,0,0,1,6
flynnmi01,Ireland,Ireland,AllStar,53.41291,-8.24389,,Mike,Flynn,Michael J.,,,,,1891-08-31,1891-08-31,flynm101,flynnmi01,1,2,0,0,0,0,0,0,0,0,0,1
foleycu01,Ireland,Ireland,AllStar,53.41291,-8.24389,Milltown,Curry,Foley,Charles Joseph,160,70,,L,1879-05-13,1883-09-05,folec101,foleycu01,35,146,16,46,3,1,0,17,0,0,3,4
fontwi01,Venezuela,Venezuela,AllStar,6.42375,-66.58973,La Guaira,Wilmer,Font,Wilmer,265,76,R,R,9/18/2012,7/14/2013,fontw001,fontwi01,3,0,0,0,0,0,0,0,0,0,0,0
fordge01,CAN,Canada,AllStar,56.130366,-106.346771,Milton,Gene,Ford,Eugene Wyman,170,72,R,R,5/5/1905,7/1/1905,fordg101,fordge01,7,10,0,0,0,0,0,0,0,0,2,0
fordru01,CAN,Canada,AllStar,56.130366,-106.346771,Brandon,Russ,Ford,Russell William,175,71,R,R,4/28/1909,8/16/1915,fordr101,fordru01,1,1,0,0,0,0,0,0,0,0,0,0
fordwe01,Bahamas,Bahamas,AllStar,25.03428,-77.39628,Nassau,Wenty,Ford,Percival Edmund Wentworth,165,71,R,R,9/10/1973,9/30/1973,fordw102,fordwe01,4,5,0,2,0,0,0,1,0,0,0,0
fornimi01,Cuba,Cuba,AllStar,21.521757,-77.781167,La Habana,Mike,Fornieles,Jose Miguel,155,71,R,R,9/2/1952,7/14/1963,fornm101,fornimi01,4,10,1,0,0,0,0,0,0,0,0,4
fortuba01,D.R.,Dominican Republic,AllStar,18.735693,-70.162651,Santo Domingo,Bartolome,Fortunato,Bartolome,210,73,R,R,6/29/2004,5/7/2006,fortb001,fortuba01,3,0,0,0,0,0,0,0,0,0,0,0
fossato01,Cuba,Cuba,AllStar,21.521757,-77.781167,La Habana,Tony,Fossas,Emilio Antonio,195,72,L,L,5/15/1988,5/14/1999,fosst001,fossato01,5,0,0,0,0,0,0,0,0,0,0,0
fowledi01,CAN,Canada,AllStar,56.130366,-106.346771,Toronto,Dick,Fowler,Richard John,215,76,R,R,9/13/1941,9/1/1952,fowld101,fowledi01,4,9,0,0,0,0,0,0,0,0,0,3
